restaurant_name,city,location,cuisine,cost_for_two,rating,restaurant_url,region
Gatsby,Bangalore,"Bannerghatta Road, South Bengaluru",Multicuisine,₹2000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/gatsby-cocktails-cuisines-bannerghatta-road-south-bengaluru-684330?deal_types[]=postpaid,South India
Serious Slice,Bangalore,"Cunningham Road, Central Bengaluru",Italian,₹2000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/serious-slice-cunningham-road-central-bengaluru-710433,South India
Atlas World Cafe,Bangalore,"Vividus Hotel, Bengaluru",Multicuisine,₹2000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/atlas-world-cafe-race-course-road-central-bengaluru-666046?deal_types[]=postpaid,South India
Smoke House Deli,Bangalore,"Lavelle Road, Central Bengaluru",European,₹2000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/smoke-house-deli-lavelle-road-335752,South India
Glass Kitchen & Bar,Bangalore,Holiday inn Bengaluru Racecourse,"Indian, Cocktail Menu",₹2500,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/glass-kitchen-bar-holiday-inn-express-suites-bengaluru-racecourse-682373?deal_types[]=postpaid,South India
Mikusu,Bangalore,Conrad Bengaluru,"Chinese, Japanese, Thai",₹3000,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/mikusu-ulsoor-east-bengaluru-652982?deal_types[]=postpaid,South India
Queens Restaurant,Bangalore,"Church Street, Central Bengaluru",North Indian,₹2000,4.8,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/queens-restaurant-church-street-330324?deal_types[]=postpaid,South India
Toca Terrace,Bangalore,"Brigade Road, Central Bengaluru",Multicuisine,₹2000,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/toca-terrace-brigade-road-central-bengaluru-694789?deal_types[]=postpaid,South India
Baluchi,Bangalore,The Lalit Ashok Bengaluru,Indian,₹4000,3.0,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/baluchi-the-lalit-ashok-bengaluru-race-course-road-330054?deal_types[]=postpaid,South India
Ta'aam,Bangalore,"Cunningham Road, Central Bengaluru","Arabian, North Indian",₹600,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/taaam-cunningham-road-330605,South India
Citrus Cafe,Bangalore,"Lemon Tree Premier, Ulsoor",Multicuisine,₹1500,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/citrus-cafe-lemon-tree-premier-ulsoor-335033?deal_types[]=postpaid,South India
Monsoon,Bangalore,"The Park, Bengaluru",Multicuisine,₹2000,3.8,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/monsoon-the-park-mg-road-330027?deal_types[]=postpaid,South India
New Kudla Family Restaurant,Bangalore,"MG Road, Central Bengaluru","Chinese, North Indian",₹2000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/new-kudla-family-restaurant-mg-road-central-bengaluru-687852,South India
New Kudla Family Restaurant,Bangalore,"MG Road, Central Bengaluru","Chinese, North Indian",₹2000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/new-kudla-family-restaurant-mg-road-central-bengaluru-687852,South India
Cafe Adams,Bangalore,"Shivajinagar, Central Bengaluru",European,₹2000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/cafe-adams-shivajinagar-central-bengaluru-698738,South India
Ihmiets Momos,Bangalore,"Old Madras Road, East Bengaluru",Momos,₹2000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/ihmiets-momos-old-madras-road-east-bengaluru-687006,South India
Scottish Pub,Bangalore,"St. Marks Road, Central Bengaluru",Multicuisine,₹2000,4.9,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/scottish-pub-st-marks-road-330333?deal_types[]=postpaid,South India
Levista Gourmet Studio,Bangalore,"Church Street, Central Bengaluru",American,₹2000,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/levista-gourmet-studio-church-street-central-bengaluru-701115?deal_types[]=postpaid,South India
Muro India,Bangalore,"Museum Road, Ashok Nagar, Bengaluru","Thai, Cantonese",₹5000,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/muro-india-jayanagar-south-bengaluru-703303,South India
Caraway Kitchen,Bangalore,Conrad Bengaluru,"Indian, Asian, Continental",₹3000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/caraway-kitchen-ulsoor-east-bengaluru-652980?deal_types[]=postpaid,South India
SodaBottleOpenerWala,Bangalore,"Lavelle Road, Central Bengaluru",Parsi,₹2000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/sodabottleopenerwala-lavelle-road-330218?deal_types[]=postpaid,South India
Punjab Grill,Bangalore,"Ashok Nagar, Bengaluru",North Indian,₹2000,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/punjab-grill-ashok-nagar-bengaluru-685898?deal_types[]=postpaid,South India
The Biere Club,Bangalore,"Lavelle Road, Central Bengaluru","Cocktail Menu, Multicuisine",₹2000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/the-biere-club-lavelle-road-334951?deal_types[]=postpaid,South India
Chin Lung Resto Bar,Bangalore,"Residency Road, Central Bengaluru",Multicuisine,₹2000,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/chin-lung-resto-bar-residency-road-central-bengaluru-686252,South India
No Limmits Lounge & Club,Bangalore,"Brigade Road, Central Bengaluru",Multicuisine,₹2000,3.5,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/no-limmits-lounge-club-brigade-road-central-bengaluru-330161?deal_types[]=postpaid,South India
i-Bar,Bangalore,"The Park, Bengaluru",Cocktail Menu,₹2000,3.8,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/i-bar-the-park-mg-road-330015?deal_types[]=postpaid,South India
Café Azzure,Bangalore,"MG Road, Central Bengaluru",European,₹2000,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/cafe-azzure-brigade-road-central-bengaluru-640282?deal_types[]=postpaid,South India
Badmaash UB City,Bangalore,"UB City, Central Bengaluru",Indian,₹2000,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/badmaash-ub-city-ub-city-west-bengaluru-672241?deal_types[]=postpaid,South India
Hard Rock Cafe,Bangalore,"St. Marks Road, Central Bengaluru","Burgers, Multicuisine",₹2500,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/hard-rock-cafe-st-marks-road-330132?deal_types[]=postpaid,South India
Maffei Kitchen,Bangalore,"Cunningham Road, Central Bengaluru",Lebanese,₹2000,4.9,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/maffei-kitchen-cunningham-road-central-bengaluru-698894?deal_types[]=postpaid,South India
Al Obediah Restaurant,Bangalore,"Frazer Town, Central Bengaluru",Multicuisine,₹700,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/al-obediah-restaurant-frazer-town-central-bengaluru-709158?deal_types[]=postpaid,South India
11grams Coffee Roasters,Bangalore,"Church Street, Central Bengaluru",Cafe,₹2000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/11grams-coffee-roasters-church-street-central-bengaluru-701583?deal_types[]=postpaid,South India
Kai Bar and Kitchen,Bangalore,"Ashok Nagar, Bengaluru","Sushi, Global Cuisine",₹4400,3.8,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/kai-kitchen-and-bar-ashok-nagar-bengaluru-708082?deal_types[]=postpaid,South India
Kudla,Bangalore,"Sampangi Rama Nagar, Bengaluru",Multicuisine,₹2500,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/kudla-sampangi-rama-nagar-bengaluru-697158?deal_types[]=postpaid,South India
Fasta Pizza,Bangalore,"HSR, South Bengaluru",Pizza,₹400,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/fasta-pizza-hsr-hsr-south-bengaluru-706319?deal_types[]=postpaid,South India
RCB Bar & Cafe,Bangalore,"Ashok Nagar, Bengaluru","Cocktail Menu, Multicuisine",₹3000,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/rcb-bar-cafe-church-street-central-bengaluru-674324?deal_types[]=postpaid,South India
Beijing Bites,Bangalore,"Frazer Town, Central Bengaluru",Pan Asian,₹450,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/beijing-bites-frazer-town-334463?deal_types[]=postpaid,South India
The Kabab Studio,Bangalore,"Goldfinch Hotel, Seshadripuram","North Indian, North West Frontier, North Eastern",₹2000,3.9,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/the-kabab-studio-goldfinch-hotel-race-course-road-330466?deal_types[]=postpaid,South India
Zest,Bangalore,"Southern Star, Bengaluru",Multicuisine,₹2000,4.7,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/zest-lavelle-road-central-bengaluru-691737?deal_types[]=postpaid,South India
Kobe Sizzlers,Bangalore,"New BEL Road, North Bengaluru",Multicuisine,₹500,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/kobe-sizzlers-new-bel-road-north-bengaluru-684676?deal_types[]=postpaid,South India
Easy Tiger,Bangalore,"Church Street, Central Bengaluru","Cocktail Menu, American",₹2000,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/easy-tiger-bar-n-cafe-church-street-333323?deal_types[]=postpaid,South India
Chutney Chang,Bangalore,"Church Street, Central Bengaluru","Chinese, Indian",₹2000,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/chutney-chang-church-street-335199?deal_types[]=postpaid,South India
Lumara Bar & Kitchen,Bangalore,"Old Madras Road, East Bengaluru",Multicuisine,₹2500,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/lumara-bar-kitchen-old-madras-road-east-bengaluru-700116?deal_types[]=postpaid,South India
1522 - The Pub,Bangalore,"Residency Road, Central Bengaluru",Multicuisine,₹2000,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/1522-the-pub-residency-road-central-bengaluru-689353?deal_types[]=postpaid,South India
JW Kitchen,Bangalore,"JW Marriott, Bengaluru, Central Bengaluru",Multicuisine,₹2500,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/jw-kitchen-jw-marriott-bengaluru-lavelle-road-330102?deal_types[]=postpaid,South India
Altitude Kitchen & Bar,Bangalore,"Basaveshwara Nagar, West Bengaluru","Cocktail Menu, Multicuisine",₹2000,3.4,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/altitude-kitchen-bar-basaveshwara-nagar-west-bengaluru-674436?deal_types[]=postpaid,South India
Aqua,Bangalore,"The Park, Bengaluru",Multicuisine,₹2500,3.7,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/aqua-the-park-mg-road-330002?deal_types[]=postpaid,South India
Sana-Di-Ge,Bangalore,"Goldfinch Hotel, Seshadripuram","Biryani, Seafood, Regional Indian",₹2000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/sana-di-ge-goldfinch-hotel-race-course-road-330468?deal_types[]=postpaid,South India
OKO,Bangalore,The Lalit Ashok Bengaluru,Pan Asian,₹2200,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/oko-the-lalit-ashok-bengaluru-race-course-road-330053?deal_types[]=postpaid,South India
Yauatcha,Bangalore,"1MG Road Mall, MG Road","Chinese, Cantonese",₹3000,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/yauatcha-1-mg-road-mall-mg-road-330178?deal_types[]=postpaid,South India
Gold Rush Brews,Bangalore,"Old Madras Road, East Bengaluru",Multicuisine,₹1600,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/gold-rush-brews-old-madras-road-east-bengaluru-684242?deal_types[]=postpaid,South India
Tottos Pizza,Bangalore,"5th Avenue, Brigade Road, Central Bengaluru",Multicuisine,₹2000,3.3,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/tottos-pizza-5th-avenue-brigade-road-central-bengaluru-693414?deal_types[]=postpaid,South India
Pizza Stop,Bangalore,"Lavelle Road, Central Bengaluru","Fast Food, Italian",₹700,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/pizza-stop-lavelle-road-334882?deal_types[]=postpaid,South India
Sozo Skyline Dining,Bangalore,"Ashok Nagar, Bengaluru","Cocktail Menu, Pan Asian",₹2000,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/sozo-skyline-dining-ashok-nagar-bengaluru-695154?deal_types[]=postpaid,South India
Kake Di Hatti,Bangalore,"Brigade Road, Central Bengaluru",North Indian,₹2000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/kake-di-hatti-ashok-nagar-bengaluru-699188?deal_types[]=postpaid,South India
Cahoots Classic Bar House,Bangalore,"Brigade Road, Central Bengaluru",Multicuisine,₹4000,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/cahoots-classic-bar-house-brigade-road-central-bengaluru-705311?deal_types[]=postpaid,South India
Tiamo,Bangalore,Conrad Bengaluru,"Italian, Mediterranean",₹3000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/tiamo-ulsoor-east-bengaluru-652984?deal_types[]=postpaid,South India
Joynt Craft Bar & Kitchen,Bangalore,"Rajarajeshwari Nagar, South Bengaluru",Multicuisine,₹2000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/bengaluru/joynt-craft-bar-kitchen-rajarajeshwari-nagar-south-bengaluru-710261?deal_types[]=postpaid,South India
Gujraj Veg Restaurant,Chennai,"Hotel AK International, Chennai",North Indian,₹800,4.7,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/gujraj-veg-restaurant-hotel-ak-international-chennai-696751?deal_types[]=postpaid,South India
North Indian And Bengali Pearl Restaurant,Chennai,"Periamet, Chennai","Chinese, Indian",₹500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/north-indian-and-bengali-pearl-restaurant-periamet-chennai-705850?deal_types[]=postpaid,South India
Wow! Momo,Chennai,"Ekkaduthangal, Chennai",Momos,₹400,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/wow-momo-ekkaduthangal-chennai-681916,South India
Message In A Bottle,Chennai,"Fortel, Chennai",Finger Food,₹1200,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/message-in-a-bottle-fortel-chennai-672255?deal_types[]=postpaid,South India
Enoki,Chennai,"Egmore, Chennai",Pan Asian,₹1000,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/enoki-egmore-chennai-691906?deal_types[]=postpaid,South India
Symphony,Chennai,Ramada Chennai Egmore,Multicuisine,₹1400,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/symphony-ramada-chennai-egmore-612073?deal_types[]=postpaid,South India
You Mee,Chennai,"Express Avenue Mall, Royapettah",Pan Asian,₹1500,4.7,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/you-mee-express-avenue-mall-royapettah-702737?deal_types[]=postpaid,South India
The Madras Taproom,Chennai,"Egmore, Chennai",Multicuisine,₹1000,2.7,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/the-madras-taproom37-red-cross-rd-opposite-redcross-society-egmore-chennai-tamil-nadu-600008-egmore-chennai-697998?deal_types[]=postpaid,South India
Waves Bar & Lounge,Chennai,Ramada Chennai Egmore,"Finger Food, Cocktail Menu",₹1950,3.7,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/waves-bar-lounge-ramada-ramada-chennai-egmore-612297?deal_types[]=postpaid,South India
Board Walk,Chennai,Ramada Chennai Egmore,Multicuisine,₹1200,3.9,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/board-walk-ramada-chennai-egmore-605074?deal_types[]=postpaid,South India
Chilli Malli,Chennai,"Fortel, Chennai",South Indian,₹1000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/chilli-malli-fortel-chennai-699721?deal_types[]=postpaid,South India
Cafe Stop,Chennai,Ramada Chennai Egmore,"Cafe, Fast Food",₹700,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/cafe-stop-ramada-ramada-chennai-egmore-605131?deal_types[]=postpaid,South India
City Diners,Chennai,"Hotel City Tower, Chennai",Multicuisine,₹500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/city-diners-hotel-city-tower-chennai-708632?deal_types[]=postpaid,South India
Marina Sands,Chennai,Ramada Chennai Egmore,Multicuisine,₹1200,3.5,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/marina-sands-ramada-chennai-egmore-669527?deal_types[]=postpaid,South India
Oasis,Chennai,"Radisson Blu, Egmore",Multicuisine,₹2500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/oasis-radisson-blu-hotel-chennai-city-center-egmore-612398?deal_types[]=postpaid,South India
Cafe Noci,Chennai,"Royapettah, Chennai","Multicuisine, Continental",₹1400,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/cafe-noci-royapettah-chennai-703866?deal_types[]=postpaid,South India
HOB Club & Lounge,Chennai,"The Kings Park Grand, Chennai",Finger Food,₹1000,3.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/hob-club-lounge-the-kings-park-grand-chennai-683329?deal_types[]=postpaid,South India
Punjab Grill,Chennai,"Express Avenue Mall, Royapettah",North Indian,₹1800,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/punjab-grill-express-avenue-mall-royapettah-671850?deal_types[]=postpaid,South India
Khaas - The Elevated Indian Kitchen & Bar,Chennai,"Egmore, Chennai",Indian,₹1000,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/khaas-the-elevated-indian-kitchen-bar-egmore-chennai-699814?deal_types[]=postpaid,South India
Shadows,Chennai,"Hotel Abu Palace, Chennai",Multicuisine,₹1500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/shadows-hotel-abu-palace-chennai-702358?deal_types[]=postpaid,South India
Jonah's Bistro,Chennai,"Express Avenue Mall, Royapettah",European,₹1000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/jonahs-bistro-express-avenue-mall-royapettah-666344?deal_types[]=postpaid,South India
The Scallion,Chennai,Ramada Plaza Chennai,Pan Asian,₹2500,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/the-scallion-ramada-plaza-chennai-652675?deal_types[]=postpaid,South India
House Of Billa,Chennai,"The Kings Park Grand, Chennai",Finger Food,₹1500,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/house-of-billa-the-kings-park-grand-chennai-684945?deal_types[]=postpaid,South India
The Great Kabab Factory,Chennai,"Radisson Blu, Egmore",North Indian,₹3000,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/the-great-kabab-factory-radisson-blu-hotel-chennai-city-center-egmore-612399?deal_types[]=postpaid,South India
Champion's Bar,Chennai,"Marina Inn, Chennai",Finger Food,₹1000,3.7,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/champions-bar-hotel-marina-inn-egmore-605170?deal_types[]=postpaid,South India
Darbar,Chennai,"Alsa Mall, Egmore",Multicuisine,₹750,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/darbar-alsa-mall-egmore-687241?deal_types[]=postpaid,South India
The Brick Oven,Chennai,"The Accord Metropolitan, Chennai",Multicuisine,₹4000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/the-brick-oven-the-accord-metropolitan-t-nagar-613867?deal_types[]=postpaid,South India
Garrison,Chennai,"The Kings Hotel, Chennai",Finger Food,₹2000,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/garrison-the-kings-hotel-chennai-683916?deal_types[]=postpaid,South India
The Mayflower,Chennai,"Teynampet, Chennai",Multicuisine,₹1545,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/the-mayflower-teynampet-chennai-673966?deal_types[]=postpaid,South India
Fasta Pizza,Chennai,"VR Mall, Anna Nagar, Chennai",Pizza,₹400,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/fasta-pizza-vr-mall-anna-nagar-chennai-706320?deal_types[]=postpaid,South India
The Plate,Chennai,"E Hotel, Chennai",Multicuisine,₹800,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/the-plate-e-hotel-chennai-689264?deal_types[]=postpaid,South India
Mirchi Express,Chennai,"Marina Inn, Chennai",Indian,₹800,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/mirchi-express-marina-inn-chennai-682014?deal_types[]=postpaid,South India
Naples in a Box,Chennai,"Purasaiwakkam, Chennai",Italian,₹1000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/naples-in-a-box-purasaiwakkam-chennai-710150,South India
Cafe Treat,Chennai,"The Pride Hotel, Chennai",Multicuisine,₹1200,3.9,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/cafe-treat-the-pride-hotel-the-pride-hotel-kilpauk-605132?deal_types[]=postpaid,South India
The Thief,Chennai,"Nungambakkam, Chennai",Finger Food,₹1800,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/the-thief-nungambakkam-chennai-673604?deal_types[]=postpaid,South India
The Society Restaurant,Chennai,"Ambassador Pallava, Chennai",Multicuisine,₹1500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/the-society-restaurant-ambassador-pallava-egmore-612351?deal_types[]=postpaid,South India
Smoke Hub Barbeque,Chennai,"T. Nagar, Chennai","Barbeque, Multicuisine",₹2400,3.5,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/smoke-hub-barbeque-t-nagar-chennai-674006?deal_types[]=postpaid,South India
Bombay Brasserie,Chennai,"Nungambakkam, Chennai",Indian,₹1500,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/bombay-brasserie-nungambakkam-chennai-669820?deal_types[]=postpaid,South India
SOS - Same Old Story,Chennai,"Thousand Lights, Chennai","Cocktail Menu, oriental",₹1600,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/sos-same-old-story-thousand-lights-chennai-685738?deal_types[]=postpaid,South India
Coal Barbecues,Chennai,"T. Nagar, Chennai","Multicuisine, Barbeque",₹2000,3.8,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/coal-barbecues-t-nagar-chennai-685093?deal_types[]=postpaid,South India
Fuel Juice And Pasta Bar,Chennai,"Kilpauk, Chennai","Fast Food, Beverages",₹400,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/fuel-juice-and-pasta-bar-kilpauk-chennai-682245?deal_types[]=postpaid,South India
KooX,Chennai,Novotel Chennai Chamiers Road,Pan Asian,₹3000,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/koox-novotel-chennai-chamiers-road-670108?deal_types[]=postpaid,South India
Elysian - King's Flame Up,Chennai,"The Kings Park Grand, Chennai",Multicuisine,₹1100,3.5,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/elysian-kings-flame-up-nungambakkam-chennai-685234?deal_types[]=postpaid,South India
Fuel Bar,Chennai,"The Pride Hotel, Chennai","Multicuisine, Cocktail Menu",₹1500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/fuel-bar-the-pride-hotel-chennai-688740?deal_types[]=postpaid,South India
Zaika Zest,Chennai,"Nungambakkam, Chennai",Multicuisine,₹800,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/zaika-zest-nungambakkam-chennai-705873?deal_types[]=postpaid,South India
Milagu Restaurant,Chennai,"Anna Nagar West, Chennai",South Indian,₹600,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/milagu-restaurant-anna-nagar-west-chennai-710072?deal_types[]=postpaid,South India
Noci Adante,Chennai,"Royapettah, Chennai",Multicuisine,₹1500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/noci-adante-royapettah-chennai-699604?deal_types[]=postpaid,South India
The Reef,Chennai,Sheraton Grand Chennai Resort & Spa,Multicuisine,₹3200,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/the-reef-sheraton-grand-chennai-resort-spa-657411?deal_types[]=postpaid,South India
Tamizh Koodam Mess,Chennai,"Mylapore, Chennai",South Indian,₹1000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/tamizh-koodam-mess-mylapore-chennai-704687?deal_types[]=postpaid,South India
Crust N Crumbs Pizzas,Chennai,"Triplicane, Chennai",Italian,₹500,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/crust-n-crumbs-pizzas-triplicane-chennai-704877?deal_types[]=postpaid,South India
Brew Bites,Chennai,"Vestin Park, Chennai",Multicuisine,₹550,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/brew-bites-vestin-park-hotel-egmore-605092?deal_types[]=postpaid,South India
Splendour,Chennai,"Vestin Park, Chennai",Multicuisine,₹1000,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/splendour-vestin-park-hotel-egmore-611940?deal_types[]=postpaid,South India
101 Resto Bar,Chennai,"Thirumangalam Rd, Chennai",Multicuisine,₹1100,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/101-resto-bar-thirumangalam-rd-chennai-chennai-684842?deal_types[]=postpaid,South India
Vegan Fashion Cafe By House Of Klothberg,Chennai,"Chetpet, Chennai",Multicuisine,₹1000,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/vegan-fashion-cafe-by-house-of-klothberg-chetpet-chennai-703874?deal_types[]=postpaid,South India
Goldman's Steakhouse,Chennai,"Nungambakkam, Chennai",American,₹1400,2.9,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/goldmans-steakhouse-nungambakkam-chennai-692424?deal_types[]=postpaid,South India
Glow Cafe,Chennai,"Nungambakkam, Chennai",Continental,₹1000,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/glow-cafe-nungambakkam-chennai-698518?deal_types[]=postpaid,South India
Park Brasserie,Chennai,Park Hyatt Chennai,Multicuisine,₹3000,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/park-brasserie-park-hyatt-chennai-703265?deal_types[]=postpaid,South India
Brasa,Chennai,"Radisson Blu, Egmore",Spanish,₹2500,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/brasa-radisson-blu-egmore-690693?deal_types[]=postpaid,South India
Kobe Sizzlers,Chennai,"VR Mall, Anna Nagar, Chennai",Multicuisine,₹1200,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/kobe-sizzlers-vr-mall-anna-nagar-chennai-681958?deal_types[]=postpaid,South India
Ciclo Cafe,Chennai,"Kotturpuram, Chennai",Cafe,₹1500,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/ciclo-cafe-kotturpuram-chennai-643262?deal_types[]=postpaid,South India
Babal Da Punjabi Dhaba,Chennai,"Egmore, Chennai",Multicuisine,₹1200,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/babal-da-punjabi-dhaba-egmore-604975?deal_types[]=postpaid,South India
Cafe De Paris,Chennai,"Teynampet, Chennai",European,₹1000,4.1,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/cafe-de-paris-teynampet-chennai-682303?deal_types[]=postpaid,South India
SKY ROOFTOP | CURATED ASIAN DINING,Chennai,"T. Nagar, Chennai","Indian, Japanese, oriental",₹3400,4.7,https://www.eazydiner.comhttps://www.eazydiner.com/chennai/sky-curated-asian-dining-t-nagar-chennai-689788?deal_types[]=postpaid,South India
